SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,TargetListName,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,MemoMapper,MemoVerifier,MemoSource,MemoTarget
SimaPro9.4,Argon-40/kg,2726C3D7-C07B-4579-8B51-B833365E82F8,Resources/in air,kg,=,ecoinventEFv3.7,Argon-40,8b46f615-69c9-4ca3-815e-a7bde116d202,natural resource/in air,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,Calcium carbonate,2EE55BBB-A073-4708-A157-925562703E5C,Resources/in ground,kg,=,ecoinventEFv3.7,"Calcium, in ground",c8fc4197-7410-42f2-aeb4-c08c6a693992,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,Calcium chloride,5C512F9C-A606-49C7-B7B7-0E8D8101264E,Resources/in ground,kg,=,ecoinventEFv3.7,"Calcium, in ground",c8fc4197-7410-42f2-aeb4-c08c6a693992,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,"Coal, 26.4 MJ per kg",C0F2A644-3C69-4F02-B13A-029561B69A3E,Resources/in ground,kg,=,ecoinventEFv3.7,"Coal, hard, unspecified, in ground",b6d0042d-0ef8-49ed-9162-a07ff1ccf750,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,"Coal, 29.3 MJ per kg",AE4A9855-8598-4363-B541-A56625F7BB63,Resources/in ground,kg,=,ecoinventEFv3.7,"Coal, hard, unspecified, in ground",b6d0042d-0ef8-49ed-9162-a07ff1ccf750,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,Kaolin ore,DB782BDC-4D2A-4754-93CF-4B7AE1DAA98E,Resources/in ground,kg,=,ecoinventEFv3.7,"Kaolinite, 24% in crude ore, in ground",ee540366-b970-46af-94d8-4c253ded5577,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,Magnesium chloride,6DC04633-8FA7-4494-9CA9-D6B20A853873,Resources/in ground,kg,=,ecoinventEFv3.7,"Magnesium, in ground",9e5823ad-9d9b-4b98-b627-e39611b6a8bd,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
SimaPro9.4,"Sand, gravel and stone, extracted for use",7AA611CD-6312-475F-853D-11C4BB7C36A2,Resources/in ground,kg,=,ecoinventEFv3.7,"Gravel, in ground",238f8ea9-98df-41dc-ab93-ea5b549a0b96,natural resource/in ground,kg,Chris Mutel,,2023-01-09T23:20:04.509080+01:00,Automated match. Notebook: Match - Minor random name differences,,,
