SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,TargetListName,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,MemoMapper,MemoVerifier,MemoSource,MemoTarget
SimaPro9.4,Potassium,46F50F0A-22A6-456F-8DEB-5703925FD3A8,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Potassium, ion",1653bf60-f682-4088-b02d-6dc44eae2786,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Potassium,46F50F0A-22A6-456F-8DEB-5703925FD3A8,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Potassium, ion",1653bf60-f682-4088-b02d-6dc44eae2786,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Potassium,46F50F0A-22A6-456F-8DEB-5703925FD3A8,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Potassium, ion",130bbacf-e7c7-4ffd-b109-4d576f1d02c1,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Silver, ion",71cfe87c-ab80-421e-adba-afb7d5bd0861,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,"Emissions to water/groundwater, long-term",kg,=,1.0,ecoinventEFv3.7,"Silver, ion",94426df9-63b1-4dc6-ad1b-3509e22f1154,"water/ground-, long-term",kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,Emissions to water/ocean,kg,=,1.0,ecoinventEFv3.7,"Silver, ion",21c257b2-57ce-4a6e-b4bd-40f0f75f310f,water/ocean,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,Emissions to water/lake,kg,=,1.0,ecoinventEFv3.7,"Silver, ion",af9793ba-25a1-4928-a14a-4bcf7d5bd3f7,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Silver, ion",af9793ba-25a1-4928-a14a-4bcf7d5bd3f7,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Silver, ion",af9793ba-25a1-4928-a14a-4bcf7d5bd3f7,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Silver,2F68EA95-FC6C-4DA4-8E21-B902114E5715,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Silver, ion",6aa8673f-f7e3-4270-93dc-e97b745fced7,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",ee9fdd7c-5e29-4bdb-852a-3258f06ec2ab,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,"Emissions to water/groundwater, long-term",kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",fb83d61e-6fe3-4da7-8eb2-b0e2dc85a76d,"water/ground-, long-term",kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,Emissions to water/ocean,kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",9310f497-3205-4717-aaa8-1a94c321f7d8,water/ocean,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,Emissions to water/lake,kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",1fc409bc-b8e7-48b2-92d5-2ced4aa7bae2,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",1fc409bc-b8e7-48b2-92d5-2ced4aa7bae2,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",1fc409bc-b8e7-48b2-92d5-2ced4aa7bae2,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sodium,1E1BE5C3-E4E9-4628-90C0-0B6B65F1FE7B,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Sodium, ion",5ac961f0-8e53-42ff-b13f-1a7fb9133868,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sulfate,69AA2064-9318-47E3-94B9-B62FB3B7D5C9,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Sulfate, ion",b8c794de-ac20-47f6-ae87-84d91e95da93,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Sulfate,69AA2064-9318-47E3-94B9-B62FB3B7D5C9,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Sulfate, ion",f3e5bff4-5bdf-55d7-8dd9-3cac7b09e57f,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Tin, ion",f73177d8-5e57-4f0d-ba34-6889cfdfed40,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,"Emissions to water/groundwater, long-term",kg,=,1.0,ecoinventEFv3.7,"Tin, ion",60a6702f-20ad-444f-a6df-f6374f1e3183,"water/ground-, long-term",kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,Emissions to water/ocean,kg,=,1.0,ecoinventEFv3.7,"Tin, ion",2a992e5e-9f16-47b8-8bcb-733d00bed658,water/ocean,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,Emissions to water/lake,kg,=,1.0,ecoinventEFv3.7,"Tin, ion",3ddb2e36-bc1b-43a5-8ef4-cbcdbeeeea70,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Tin, ion",3ddb2e36-bc1b-43a5-8ef4-cbcdbeeeea70,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Tin, ion",3ddb2e36-bc1b-43a5-8ef4-cbcdbeeeea70,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Tin,9346714A-3A8B-4D24-A915-71B9FF925B58,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Tin, ion",d5c40848-fc29-47fa-90a4-46db64a45a4e,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",e2380d91-f278-41ee-9926-15272a7d1443,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,"Emissions to water/groundwater, long-term",kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",2a46e7f4-c66c-43e5-8a8a-d119c4098aff,"water/ground-, long-term",kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,Emissions to water/ocean,kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",2beb46d1-2d1d-48ca-bf95-f0668fed29bf,water/ocean,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,Emissions to water/lake,kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",ff36578b-f403-4656-b934-81d8d4e02dc8,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",ff36578b-f403-4656-b934-81d8d4e02dc8,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",ff36578b-f403-4656-b934-81d8d4e02dc8,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Titanium,60AEF198-425F-43D5-AF67-D17598D73132,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Titanium, ion",a4c31e2a-915e-4ab2-accd-d3ae93d2e01e,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",ed1fd27e-014a-41cf-842f-7b2022b0be79,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,"Emissions to water/groundwater, long-term",kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",41dbbe1f-06e1-4a34-8497-5986be8f9e51,"water/ground-, long-term",kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,Emissions to water/ocean,kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",dbdc3ea8-cc2b-4dbe-82b9-e954e333281d,water/ocean,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,Emissions to water/lake,kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",a46a250e-297d-43e9-b1c4-052cdcfb79c5,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",a46a250e-297d-43e9-b1c4-052cdcfb79c5,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",a46a250e-297d-43e9-b1c4-052cdcfb79c5,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Vanadium,79C199E3-132C-4531-8E28-C884E4E53511,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Vanadium, ion",20839113-fbf2-4d2f-bab8-66861f86bc60,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,Emissions to water/groundwater,kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",7e769b3e-03fb-4b53-be15-85a910dcfea9,water/ground-,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,"Emissions to water/groundwater, long-term",kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",bdce3a7c-e008-4391-be26-285f71a02453,"water/ground-, long-term",kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,Emissions to water/ocean,kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",2195d86f-e4c8-4e86-9f18-b5b065b1df7e,water/ocean,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,Emissions to water/lake,kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",541b633c-17a3-4047-bce6-0c0e4fdb7c10,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,Emissions to water/river,kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",541b633c-17a3-4047-bce6-0c0e4fdb7c10,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,"Emissions to water/river, long-term",kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",541b633c-17a3-4047-bce6-0c0e4fdb7c10,water/surface water,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
SimaPro9.4,Zinc,A21C3CA3-E4A9-436D-B0C0-EEB9A2E1ADE7,Emissions to water/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Zinc, ion",2c7be02c-791f-4fef-b231-b90321bbeb30,water/unspecified,kg,Chris Mutel,,2023-01-10T17:34:41.770018+01:00,Automated match. Notebook: Match - Match emissions with suffix ion,,,
